"","rn","coef","xDecompAgg","xDecompPerc","xDecompMeanNon0","xDecompMeanNon0Perc","xDecompAggRF","xDecompPercRF","xDecompMeanNon0RF","xDecompMeanNon0PercRF","pos","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","solID","trial","iterNG","iterPar","iterations","robynPareto","total_spend","mean_spend","mean_spend_adstocked","mean_carryover","mean_response","spend_share","effect_share","roi_mean","roi_total","cpa_total","cluster","top_sol","boot_mean","boot_se","ci_low","ci_up","carryover_pct"
"249","print_s",204793.195318806,2923771.04203226,0.0101213519038148,18622.7454906513,0.00559544046030207,2923771.04203226,0.0101213519038148,18622.7454906513,0.00559544046030207,TRUE,1,0.894259819714186,NA,NA,0.0725863899588054,NA,NA,0.0725863899588054,0.158294538357025,0,165820.170754808,0.00243258,65481090.2533626,1e-04,"4_663_3",4,663,3,1989,1,1804904.93333333,11496.2097664544,12667.6183181336,1171.40855167922,3627.19006075797,0.0478369682055284,0.128593730243476,0.315511819499155,1.61990306970494,0.617320887096131,2,FALSE,1.61611141538079,0.0133917510064001,1.53014572605212,1.70061984009851,0.00454553262364533
"250","facebook_s",184424.802916873,1310202.65474516,0.00453558843813247,8345.23983914112,0.00250743332503234,1310202.65474516,0.00453558843813247,8345.23983914112,0.00250743332503234,TRUE,1,0.894259819714186,NA,NA,0.0725863899588054,NA,NA,0.0725863899588054,0.158294538357025,0,165820.170754808,0.00243258,65481090.2533626,1e-04,"4_663_3",4,663,3,1989,1,1002234.0659765,6383.65647118789,6393.26525133129,9.6087801433996,1476.17593858795,0.0265630827769259,0.0576255268714457,0.23124301021688,1.30728210028323,0.764945836696875,2,FALSE,1.23640357786096,0.0562299957893701,0.878980493376587,1.59477626276058,0.00196705720754532
"251","search_s",138823.806360724,1899830.05524656,0.00657672857079421,12100.8283773666,0.00363584761118488,1899830.05524656,0.00657672857079421,12100.8283773666,0.00363584761118488,TRUE,1,0.894259819714186,NA,NA,0.0725863899588054,NA,NA,0.0725863899588054,0.158294538357025,0,165820.170754808,0.00243258,65481090.2533626,1e-04,"4_663_3",4,663,3,1989,1,2429880,15476.9426751592,19885.0974165945,4408.15474143524,9470.09942604776,0.0644012269879381,0.0835586063753515,0.611884376960796,0.781861678455957,1.27899861005444,2,FALSE,0.737059335062926,0.0156927252742647,0.637379084589563,0.837144106865226,0.00107534359052984
"252","newsletter",302349.503133557,3748814.12012453,0.0129774412518282,23877.7969434684,0.00717438742785971,3748814.12012453,0.0129774412518282,23877.7969434684,0.00717438742785971,TRUE,1,0.894259819714186,NA,NA,0.0725863899588054,NA,NA,0.0725863899588054,0.158294538357025,0,165820.170754808,0.00243258,65481090.2533626,1e-04,"4_663_3",4,663,3,1989,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,0.077830253219861
"253","(Intercept)",0,0,0,0,0,0,0,0,0,TRUE,1,0.898347369887651,NA,NA,0.0711695933275347,NA,NA,0.0711695933275347,0.230060713351509,0,65067.2905576805,0.00089377,65481090.2533626,1e-04,"5_428_1",5,428,1,1282,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"254","trend",0.408570115808,115680095.76512,0.400371081154852,736815.896593123,0.215274010737583,115680095.76512,0.400371081154852,736815.896593123,0.215274010737583,TRUE,1,0.898347369887651,NA,NA,0.0711695933275347,NA,NA,0.0711695933275347,0.230060713351509,0,65067.2905576805,0.00089377,65481090.2533626,1e-04,"5_428_1",5,428,1,1282,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"255","season",0.370901159090596,127154.44220996,0.000440084019333894,809.900905795924,0.00023662711010559,127154.44220996,0.000440084019333894,809.900905795924,0.00023662711010559,TRUE,1,0.898347369887651,NA,NA,0.0711695933275347,NA,NA,0.0711695933275347,0.230060713351509,0,65067.2905576805,0.00089377,65481090.2533626,1e-04,"5_428_1",5,428,1,1282,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"256","holiday",0.79203510212632,2212563.02994955,0.00765772405844823,69142.5946859235,0.0202012520897893,2212563.02994955,0.00765772405844823,69142.5946859235,0.0202012520897893,TRUE,1,0.898347369887651,NA,NA,0.0711695933275347,NA,NA,0.0711695933275347,0.230060713351509,0,65067.2905576805,0.00089377,65481090.2533626,1e-04,"5_428_1",5,428,1,1282,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"257","competitor_sales_b",0.164579508482293,143387745.546442,0.496267800688453,913297.742334027,0.266836354778587,143387745.546442,0.496267800688453,913297.742334027,0.266836354778587,TRUE,1,0.898347369887651,NA,NA,0.0711695933275347,NA,NA,0.0711695933275347,0.230060713351509,0,65067.2905576805,0.00089377,65481090.2533626,1e-04,"5_428_1",5,428,1,1282,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"258","events",0.948922060717442,1537096.7014666,0.00531992184252062,1537096.7014666,0.44909043540757,1537096.7014666,0.00531992184252062,1537096.7014666,0.44909043540757,TRUE,1,0.898347369887651,NA,NA,0.0711695933275347,NA,NA,0.0711695933275347,0.230060713351509,0,65067.2905576805,0.00089377,65481090.2533626,1e-04,"5_428_1",5,428,1,1282,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"259","tv_s",523380.291355948,5854577.71261265,0.0202628083336233,37290.3039019914,0.0108950326936797,5854577.71261265,0.0202628083336233,37290.3039019914,0.0108950326936797,TRUE,1,0.898347369887651,NA,NA,0.0711695933275347,NA,NA,0.0711695933275347,0.230060713351509,0,65067.2905576805,0.00089377,65481090.2533626,1e-04,"5_428_1",5,428,1,1282,1,7774236.44,49517.4295541401,55791.570648169,6274.1410940289,8130.51474852267,0.206047362680601,0.26253540595791,0.164195008136138,0.753074306113161,1.32789021200484,6,FALSE,0.88129849758702,0.0427766243059881,0.507722299543821,1.25550846527082,0.122351386861155
"260","ooh_s",179677.929190431,10275806.3635353,0.0355647674415828,65450.9959460847,0.019122685150024,10275806.3635353,0.0355647674415828,65450.9959460847,0.019122685150024,TRUE,1,0.898347369887651,NA,NA,0.0711695933275347,NA,NA,0.0711695933275347,0.230060713351509,0,65067.2905576805,0.00089377,65481090.2533626,1e-04,"5_428_1",5,428,1,1282,1,24719081.6,157446.379617834,163810.384302279,6364.00468444431,66255.3030461582,0.655151359349006,0.460795488184188,0.420811854848476,0.415703403945853,2.40556124993928,6,FALSE,0.428992225675295,0.00448131401561765,0.3896713302245,0.468010018223503,0.744834137405421
"261","print_s",184308.061316442,3245590.1625719,0.0112330512330564,20672.5488061904,0.00603985678682299,3245590.1625719,0.0112330512330564,20672.5488061904,0.00603985678682299,TRUE,1,0.898347369887651,NA,NA,0.0711695933275347,NA,NA,0.0711695933275347,0.230060713351509,0,65067.2905576805,0.00089377,65481090.2533626,1e-04,"5_428_1",5,428,1,1282,1,1804904.93333333,11496.2097664544,12833.4154576753,1337.2056912209,8222.19428359332,0.0478369682055284,0.145541211122393,0.715209138544555,1.79820560220747,0.55610993468845,6,FALSE,1.80792328327908,0.00895682442607878,1.72912072507854,1.88569664716994,0.0168492470558647
"262","facebook_s",164747.06948398,1672928.78150915,0.00579003933665347,10655.5973344532,0.00311322432862647,1672928.78150915,0.00579003933665347,10655.5973344532,0.00311322432862647,TRUE,1,0.898347369887651,NA,NA,0.0711695933275347,NA,NA,0.0711695933275347,0.230060713351509,0,65067.2905576805,0.00089377,65481090.2533626,1e-04,"5_428_1",5,428,1,1282,1,1002234.0659765,6383.65647118789,6388.21097460332,4.55450341542382,2720.94504141162,0.0265630827769259,0.0750187388999878,0.426236131861478,1.66919967929765,0.599089499238804,6,FALSE,1.80572136136196,0.0976526949565969,0.94930117181537,2.6563861865691,0.00187333327660899
"263","search_s",47379.8117276398,1251242.33064708,0.00433057425648275,7969.6963735483,0.00232849007550922,1251242.33064708,0.00433057425648275,7969.6963735483,0.00232849007550922,TRUE,1,0.898347369887651,NA,NA,0.0711695933275347,NA,NA,0.0711695933275347,0.230060713351509,0,65067.2905576805,0.00089377,65481090.2533626,1e-04,"5_428_1",5,428,1,1282,1,2429880,15476.9426751592,31165.5786940409,15688.6360188817,14286.9292919055,0.0644012269879381,0.0561091558355213,0.923110564648936,0.514939968495186,1.9419739410058,6,FALSE,0.436612998159058,0.0341106048302682,0.137438542215665,0.733732401548661,0.0670948733617972
"264","newsletter",361039.497215931,3687395.34415487,0.0127621476349935,23486.5945487572,0.00686203084170211,3687395.34415487,0.0127621476349935,23486.5945487572,0.00686203084170211,TRUE,1,0.898347369887651,NA,NA,0.0711695933275347,NA,NA,0.0711695933275347,0.230060713351509,0,65067.2905576805,0.00089377,65481090.2533626,1e-04,"5_428_1",5,428,1,1282,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,0.104359133013567
"265","(Intercept)",0,0,0,0,0,0,0,0,0,TRUE,1,0.899406894439477,NA,NA,0.0707977217342153,NA,NA,0.0707977217342153,0.251479876262705,0,58169.285644606,0.000788416,65481090.2533626,1e-04,"5_465_3",5,465,3,1395,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"266","trend",0.397726008153827,112609760.06658,0.38974506509567,717259.618258473,0.209078231316447,112609760.06658,0.38974506509567,717259.618258473,0.209078231316447,TRUE,1,0.899406894439477,NA,NA,0.0707977217342153,NA,NA,0.0707977217342153,0.251479876262705,0,58169.285644606,0.000788416,65481090.2533626,1e-04,"5_465_3",5,465,3,1395,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"267","season",0.361608397524792,123968.64490378,0.000429058436402661,789.609203208791,0.000230167838026246,123968.64490378,0.000429058436402661,789.609203208791,0.000230167838026246,TRUE,1,0.899406894439477,NA,NA,0.0707977217342153,NA,NA,0.0707977217342153,0.251479876262705,0,58169.285644606,0.000788416,65481090.2533626,1e-04,"5_465_3",5,465,3,1395,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"268","holiday",0.798443407103908,2230464.73486135,0.00771969163923406,69702.0229644173,0.0203178532704279,2230464.73486135,0.00771969163923406,69702.0229644173,0.0203178532704279,TRUE,1,0.899406894439477,NA,NA,0.0707977217342153,NA,NA,0.0707977217342153,0.251479876262705,0,58169.285644606,0.000788416,65481090.2533626,1e-04,"5_465_3",5,465,3,1395,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"269","competitor_sales_b",0.166186080872439,144787450.741849,0.501112819892822,922213.062049996,0.268821317974791,144787450.741849,0.501112819892822,922213.062049996,0.268821317974791,TRUE,1,0.899406894439477,NA,NA,0.0707977217342153,NA,NA,0.0707977217342153,0.251479876262705,0,58169.285644606,0.000788416,65481090.2533626,1e-04,"5_465_3",5,465,3,1395,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"270","events",0.953549761385286,1544592.81071138,0.00534587255315242,1544592.81071138,0.450242457189692,1544592.81071138,0.00534587255315242,1544592.81071138,0.450242457189692,TRUE,1,0.899406894439477,NA,NA,0.0707977217342153,NA,NA,0.0707977217342153,0.251479876262705,0,58169.285644606,0.000788416,65481090.2533626,1e-04,"5_465_3",5,465,3,1395,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,NA
"271","tv_s",536438.407220604,6506370.18835425,0.0225187023850983,41441.8483334665,0.0120801284938967,6506370.18835425,0.0225187023850983,41441.8483334665,0.0120801284938967,TRUE,1,0.899406894439477,NA,NA,0.0707977217342153,NA,NA,0.0707977217342153,0.251479876262705,0,58169.285644606,0.000788416,65481090.2533626,1e-04,"5_465_3",5,465,3,1395,1,7774236.44,49517.4295541401,55345.0329197138,5827.60336557368,12351.1748981646,0.206047362680601,0.281098960466724,0.249430857162333,0.83691436947784,1.19486537269507,6,FALSE,0.88129849758702,0.0427766243059881,0.507722299543821,1.25550846527082,0.138450014350084
"272","ooh_s",185434.265192822,10323787.651188,0.0357308752613197,65756.6092432354,0.0191677813834321,10323787.651188,0.0357308752613197,65756.6092432354,0.0191677813834321,TRUE,1,0.899406894439477,NA,NA,0.0707977217342153,NA,NA,0.0707977217342153,0.251479876262705,0,58169.285644606,0.000788416,65481090.2533626,1e-04,"5_465_3",5,465,3,1395,1,24719081.6,157446.379617834,163883.928625407,6437.54900757215,66385.9245511274,0.655151359349006,0.446025340215414,0.421641480180518,0.417644466661252,2.39438105811442,6,FALSE,0.428992225675295,0.00448131401561765,0.3896713302245,0.468010018223503,0.747163181113446
"273","print_s",161678.646049967,3406381.17723262,0.0117895664894077,21696.6953963861,0.00632449755069496,3406381.17723262,0.0117895664894077,21696.6953963861,0.00632449755069496,TRUE,1,0.899406894439477,NA,NA,0.0707977217342153,NA,NA,0.0707977217342153,0.251479876262705,0,58169.285644606,0.000788416,65481090.2533626,1e-04,"5_465_3",5,465,3,1395,1,1804904.93333333,11496.2097664544,13448.9094715444,1952.69970509002,9837.46312647012,0.0478369682055284,0.147168110659825,0.855713607033823,1.88729118876175,0.529859942098335,6,FALSE,1.80792328327908,0.00895682442607878,1.72912072507854,1.88569664716994,0.0384374668724656
"274","facebook_s",144558.048362686,1972030.79181106,0.0068252455992326,12560.7056803252,0.0036613940906157,1972030.79181106,0.0068252455992326,12560.7056803252,0.0036613940906157,TRUE,1,0.899406894439477,NA,NA,0.0707977217342153,NA,NA,0.0707977217342153,0.251479876262705,0,58169.285644606,0.000788416,65481090.2533626,1e-04,"5_465_3",5,465,3,1395,1,1002234.0659765,6383.65647118789,6383.66044569051,0.00397450261607446,3674.69172802419,0.0265630827769259,0.085198934204307,0.575640582260277,1.96763496548051,0.508224349304442,6,FALSE,1.80572136136196,0.0976526949565969,0.94930117181537,2.6563861865691,4.09023603863305e-06
"275","search_s",33513.7321135942,937621.047301223,0.00324512880499367,5972.10858153645,0.00174084511057397,937621.047301223,0.00324512880499367,5972.10858153645,0.00174084511057397,TRUE,1,0.899406894439477,NA,NA,0.0707977217342153,NA,NA,0.0707977217342153,0.251479876262705,0,58169.285644606,0.000788416,65481090.2533626,1e-04,"5_465_3",5,465,3,1395,1,2429880,15476.9426751592,33339.0301562491,17862.0874810899,10781.8157493951,0.0644012269879381,0.0405086544537303,0.696637312400217,0.385871338214736,2.59153738815269,6,FALSE,0.436612998159058,0.0341106048302682,0.137438542215665,0.733732401548661,0.138154964345582
"276","newsletter",343641.750474985,4489415.42316655,0.0155379738426672,28595.0026953283,0.00833532578140184,4489415.42316655,0.0155379738426672,28595.0026953283,0.00833532578140184,TRUE,1,0.899406894439477,NA,NA,0.0707977217342153,NA,NA,0.0707977217342153,0.251479876262705,0,58169.285644606,0.000788416,65481090.2533626,1e-04,"5_465_3",5,465,3,1395,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,FALSE,NA,NA,NA,NA,0.136858460627673
"277","(Intercept)",0,0,0,0,0,0,0,0,0,TRUE,1,0.90513150317485,NA,NA,0.0687537172776392,NA,NA,0.0687537172776392,0.403041212816433,0,10344.9908191948,5.79902e-05,65481090.2533626,1e-04,"5_477_3",5,477,3,1431,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"278","trend",0.320874343768028,90850440.0578797,0.314428984202691,578665.223298597,0.166067739560296,90850440.0578797,0.314428984202691,578665.223298597,0.166067739560296,TRUE,1,0.90513150317485,NA,NA,0.0687537172776392,NA,NA,0.0687537172776392,0.403041212816433,0,10344.9908191948,5.79902e-05,65481090.2533626,1e-04,"5_477_3",5,477,3,1431,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"279","season",0.275589800552095,94479.2608733704,0.000326988157742647,601.778731677518,0.000172700949809073,94479.2608733704,0.000326988157742647,601.778731677518,0.000172700949809073,TRUE,1,0.90513150317485,NA,NA,0.0687537172776392,NA,NA,0.0687537172776392,0.403041212816433,0,10344.9908191948,5.79902e-05,65481090.2533626,1e-04,"5_477_3",5,477,3,1431,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"280","holiday",0.805012545269685,2248815.72991853,0.00778304260460198,70275.491559954,0.0201679512781574,2248815.72991853,0.00778304260460198,70275.491559954,0.0201679512781574,TRUE,1,0.90513150317485,NA,NA,0.0687537172776392,NA,NA,0.0687537172776392,0.403041212816433,0,10344.9908191948,5.79902e-05,65481090.2533626,1e-04,"5_477_3",5,477,3,1431,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"281","competitor_sales_b",0.185493000115372,161608351.771513,0.559318698443451,1029352.55905422,0.295407855544367,161608351.771513,0.559318698443451,1029352.55905422,0.295407855544367,TRUE,1,0.90513150317485,NA,NA,0.0687537172776392,NA,NA,0.0687537172776392,0.403041212816433,0,10344.9908191948,5.79902e-05,65481090.2533626,1e-04,"5_477_3",5,477,3,1431,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"282","events",0.986751093304539,1598373.47393972,0.00553189337847133,1598373.47393972,0.458707831580432,1598373.47393972,0.00553189337847133,1598373.47393972,0.458707831580432,TRUE,1,0.90513150317485,NA,NA,0.0687537172776392,NA,NA,0.0687537172776392,0.403041212816433,0,10344.9908191948,5.79902e-05,65481090.2533626,1e-04,"5_477_3",5,477,3,1431,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"283","tv_s",413103.335923422,11449954.7080905,0.039627740115932,72929.6478222325,0.0209296520218168,11449954.7080905,0.039627740115932,72929.6478222325,0.0209296520218168,TRUE,1,0.90513150317485,NA,NA,0.0687537172776392,NA,NA,0.0687537172776392,0.403041212816433,0,10344.9908191948,5.79902e-05,65481090.2533626,1e-04,"5_477_3",5,477,3,1431,1,7774236.44,49517.4295541401,55595.576971127,6078.14741698686,53588.5099305882,0.206047362680601,0.399860905992393,1.08221509906925,1.47280762509077,0.678975300619028,1,FALSE,1.44778232471932,0.103399034515563,0.686781605144389,2.21499876980617,0.277116530846435
"284","ooh_s",168577.908726775,9370056.08336774,0.0324293114523008,59681.8858813232,0.0171277544976857,9370056.08336774,0.0324293114523008,59681.8858813232,0.0171277544976857,TRUE,1,0.90513150317485,NA,NA,0.0687537172776392,NA,NA,0.0687537172776392,0.403041212816433,0,10344.9908191948,5.79902e-05,65481090.2533626,1e-04,"5_477_3",5,477,3,1431,1,24719081.6,157446.379617834,163637.898923229,6191.51930539435,60462.5025631455,0.655151359349006,0.327225671211393,0.384019643448802,0.379061659126031,2.63809323872431,1,FALSE,0.388340314516423,0.00486901066982108,0.352349098112825,0.424312107394329,0.737485749259108
"285","print_s",152832.693699145,3217999.79634734,0.0111373418387994,20496.8139894735,0.00588226046835251,3217999.79634734,0.0111373418387994,20496.8139894735,0.00588226046835251,TRUE,1,0.90513150317485,NA,NA,0.0687537172776392,NA,NA,0.0687537172776392,0.403041212816433,0,10344.9908191948,5.79902e-05,65481090.2533626,1e-04,"5_477_3",5,477,3,1431,1,1804904.93333333,11496.2097664544,13420.1437804191,1923.93401396474,8964.67929927001,0.0478369682055284,0.112380559299643,0.779794339298567,1.78291927564533,0.560877889234806,1,FALSE,1.79801469933342,0.0143957091559396,1.69138034026783,1.90414605836817,0.0356261148494537
"286","facebook_s",120449.793512812,3856751.01294371,0.0133480289424026,24565.2930760746,0.00704984942679857,3856751.01294371,0.0133480289424026,24565.2930760746,0.00704984942679857,TRUE,1,0.90513150317485,NA,NA,0.0687537172776392,NA,NA,0.0687537172776392,0.403041212816433,0,10344.9908191948,5.79902e-05,65481090.2533626,1e-04,"5_477_3",5,477,3,1431,1,1002234.0659765,6383.65647118789,6398.63540716815,14.9789359802626,10491.4659353804,0.0265630827769259,0.134687341001713,1.64348849013614,3.84815398305783,0.25986486102237,1,FALSE,3.63989722327217,0.118329562794995,2.76612005731147,4.51500746034633,0.00669554500527458
"287","search_s",60868.8908816951,740082.507537515,0.00256138980639993,4713.901321895,0.0013528149014641,740082.507537515,0.00256138980639993,4713.901321895,0.0013528149014641,TRUE,1,0.90513150317485,NA,NA,0.0687537172776392,NA,NA,0.0687537172776392,0.403041212816433,0,10344.9908191948,5.79902e-05,65481090.2533626,1e-04,"5_477_3",5,477,3,1431,1,2429880,15476.9426751592,25284.1580914193,9807.21541626002,5443.09360380247,0.0644012269879381,0.0258455224948593,0.351690493274149,0.30457574346779,3.28325554955348,1,FALSE,0.373012401252993,0.0305457928338113,0.146869698579613,0.598330441279364,0.00815753319085526
"288","newsletter",320648.654534278,3902562.72282346,0.0135065810572069,24857.0874065189,0.00713358977082196,3902562.72282346,0.0135065810572069,24857.0874065189,0.00713358977082196,TRUE,1,0.90513150317485,NA,NA,0.0687537172776392,NA,NA,0.0687537172776392,0.403041212816433,0,10344.9908191948,5.79902e-05,65481090.2533626,1e-04,"5_477_3",5,477,3,1431,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,0.100996848388032
"289","(Intercept)",0,0,0,0,0,0,0,0,0,TRUE,1,0.904214974335751,NA,NA,0.0690850353676441,NA,NA,0.0690850353676441,0.347388442885855,0,26043.0884742705,0.000297749,65481090.2533626,1e-04,"5_482_2",5,482,2,1445,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"290","trend",0.343564179781257,97274704.3428834,0.336698652029393,619584.104094799,0.178826167527271,97274704.3428834,0.336698652029393,619584.104094799,0.178826167527271,TRUE,1,0.904214974335751,NA,NA,0.0690850353676441,NA,NA,0.0690850353676441,0.347388442885855,0,26043.0884742705,0.000297749,65481090.2533626,1e-04,"5_482_2",5,482,2,1445,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"291","season",0.297411326921839,101960.240497478,0.000352916781068636,649.428283423428,0.000187439881431589,101960.240497478,0.000352916781068636,649.428283423428,0.000187439881431589,TRUE,1,0.904214974335751,NA,NA,0.0690850353676441,NA,NA,0.0690850353676441,0.347388442885855,0,26043.0884742705,0.000297749,65481090.2533626,1e-04,"5_482_2",5,482,2,1445,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"292","holiday",0.80405896090439,2246151.87637602,0.00777464515711404,70192.2461367506,0.0202590903862916,2246151.87637602,0.00777464515711404,70192.2461367506,0.0202590903862916,TRUE,1,0.904214974335751,NA,NA,0.0690850353676441,NA,NA,0.0690850353676441,0.347388442885855,0,26043.0884742705,0.000297749,65481090.2533626,1e-04,"5_482_2",5,482,2,1445,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"293","competitor_sales_b",0.179380272805869,156282718.002568,0.540944131800941,995431.324857118,0.287304286350052,156282718.002568,0.540944131800941,995431.324857118,0.287304286350052,TRUE,1,0.904214974335751,NA,NA,0.0690850353676441,NA,NA,0.0690850353676441,0.347388442885855,0,26043.0884742705,0.000297749,65481090.2533626,1e-04,"5_482_2",5,482,2,1445,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"294","events",0.97462082248411,1578724.44264638,0.00546446679386673,1578724.44264638,0.455656043778818,1578724.44264638,0.00546446679386673,1578724.44264638,0.455656043778818,TRUE,1,0.904214974335751,NA,NA,0.0690850353676441,NA,NA,0.0690850353676441,0.347388442885855,0,26043.0884742705,0.000297749,65481090.2533626,1e-04,"5_482_2",5,482,2,1445,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"295","tv_s",340852.330845052,9401224.29276868,0.0325406236717365,59880.4095080808,0.0172828580841953,9401224.29276868,0.0325406236717365,59880.4095080808,0.0172828580841953,TRUE,1,0.904214974335751,NA,NA,0.0690850353676441,NA,NA,0.0690850353676441,0.347388442885855,0,26043.0884742705,0.000297749,65481090.2533626,1e-04,"5_482_2",5,482,2,1445,1,7774236.44,49517.4295541401,55607.8799900169,6090.45043587674,25267.5062233488,0.206047362680601,0.345742049129267,0.510274997124446,1.2092794405374,0.826938726052931,1,FALSE,1.44778232471932,0.103399034515563,0.686781605144389,2.21499876980617,0.20385969074594
"296","ooh_s",180145.496859486,9912937.02832283,0.0343118240002416,63139.7262950498,0.0182235715820383,9912937.02832283,0.0343118240002416,63139.7262950498,0.0182235715820383,TRUE,1,0.904214974335751,NA,NA,0.0690850353676441,NA,NA,0.0690850353676441,0.347388442885855,0,26043.0884742705,0.000297749,65481090.2533626,1e-04,"5_482_2",5,482,2,1445,1,24719081.6,157446.379617834,163646.429046697,6200.04942886284,63918.6774252531,0.655151359349006,0.364560939546775,0.405971084126553,0.401023678336125,2.49361834231103,1,FALSE,0.388340314516423,0.00486901066982108,0.352349098112825,0.424312107394329,0.737755050249181
"297","print_s",136007.088485827,3302590.67160695,0.0114313154159307,21035.6093732927,0.00607135880498819,3302590.67160695,0.0114313154159307,21035.6093732927,0.00607135880498819,TRUE,1,0.904214974335751,NA,NA,0.0690850353676441,NA,NA,0.0690850353676441,0.347388442885855,0,26043.0884742705,0.000297749,65481090.2533626,1e-04,"5_482_2",5,482,2,1445,1,1804904.93333333,11496.2097664544,13858.2380700197,2362.02830356536,9146.5494360217,0.0478369682055284,0.12145699652277,0.795614347844548,1.82978649490844,0.546511848667918,1,FALSE,1.79801469933342,0.0143957091559396,1.69138034026783,1.90414605836817,0.0490291070350593
"298","facebook_s",123148.763310105,3526244.73498703,0.012205453175276,22460.1575476881,0.00648251604546854,3526244.73498703,0.012205453175276,22460.1575476881,0.00648251604546854,TRUE,1,0.904214974335751,NA,NA,0.0690850353676441,NA,NA,0.0690850353676441,0.347388442885855,0,26043.0884742705,0.000297749,65481090.2533626,1e-04,"5_482_2",5,482,2,1445,1,1002234.0659765,6383.65647118789,6388.85663705309,5.20016586520069,10054.7477840257,0.0265630827769259,0.129682160795108,1.57507657710075,3.51838443203518,0.284221357647822,1,FALSE,3.63989722327217,0.118329562794995,2.76612005731147,4.51500746034633,0.00318331169897503
"299","search_s",28911.6253691288,1048443.58582329,0.00362899629929731,6677.98462307826,0.0019274193593069,1048443.58582329,0.00362899629929731,6677.98462307826,0.0019274193593069,TRUE,1,0.904214974335751,NA,NA,0.0690850353676441,NA,NA,0.0690850353676441,0.347388442885855,0,26043.0884742705,0.000297749,65481090.2533626,1e-04,"5_482_2",5,482,2,1445,1,2429880,15476.9426751592,31753.4174952616,16276.4748201023,13288.1739404678,0.0644012269879381,0.0385578540060792,0.85857873995977,0.431479573404154,2.31760681533661,1,FALSE,0.373012401252993,0.0305457928338113,0.146869698579613,0.598330441279364,0.0416471730550485
"300","newsletter",298363.4220298,4231618.21976033,0.0146469748751342,26952.9822914671,0.00777924820013783,4231618.21976033,0.0146469748751342,26952.9822914671,0.00777924820013783,TRUE,1,0.904214974335751,NA,NA,0.0690850353676441,NA,NA,0.0690850353676441,0.347388442885855,0,26043.0884742705,0.000297749,65481090.2533626,1e-04,"5_482_2",5,482,2,1445,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,0.0950168893874688
