"","rn","coef","xDecompAgg","xDecompPerc","xDecompMeanNon0","xDecompMeanNon0Perc","xDecompAggRF","xDecompPercRF","xDecompMeanNon0RF","xDecompMeanNon0PercRF","pos","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","solID","trial","iterNG","iterPar","iterations","robynPareto","total_spend","mean_spend","mean_spend_adstocked","mean_carryover","mean_response","spend_share","effect_share","roi_mean","roi_total","cpa_total","cluster","top_sol","boot_mean","boot_se","ci_low","ci_up","carryover_pct"
"108","newsletter",348713.318400674,4252111.48352673,0.0147168174337373,27083.5126339282,0.00783849104210146,4252111.48352673,0.0147168174337373,27083.5126339282,0.00783849104210146,TRUE,1,0.903687912184645,NA,NA,0.0692748466379969,NA,NA,0.0692748466379969,0.340073546672074,0,32738.318730324,0.000400006,65481090.2533626,1e-04,"2_655_1",2,655,1,1963,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,0.108788992874961
"109","(Intercept)",0,0,0,0,0,0,0,0,0,TRUE,1,0.90498691703566,NA,NA,0.068806090036367,NA,NA,0.068806090036367,0.395499465026567,0,7828.57500369042,1.95567e-05,65481090.2533626,1e-04,"2_657_1",2,657,1,1969,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"110","trend",0.316020239778131,89476078.1242012,0.309671264128963,569911.325631855,0.164940328663014,89476078.1242012,0.309671264128963,569911.325631855,0.164940328663014,TRUE,1,0.90498691703566,NA,NA,0.068806090036367,NA,NA,0.068806090036367,0.395499465026567,0,7828.57500369042,1.95567e-05,65481090.2533626,1e-04,"2_657_1",2,657,1,1969,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"111","season",0.270641635368577,92782.9027778185,0.000321115983122089,590.97390304343,0.000171036133895352,92782.9027778185,0.000321115983122089,590.97390304343,0.000171036133895352,TRUE,1,0.90498691703566,NA,NA,0.068806090036367,NA,NA,0.068806090036367,0.395499465026567,0,7828.57500369042,1.95567e-05,65481090.2533626,1e-04,"2_657_1",2,657,1,1969,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"112","holiday",0.805267620339448,2249528.2863036,0.00778548057444503,70297.7589469874,0.0203451571209508,2249528.2863036,0.00778548057444503,70297.7589469874,0.0203451571209508,TRUE,1,0.90498691703566,NA,NA,0.068806090036367,NA,NA,0.068806090036367,0.395499465026567,0,7828.57500369042,1.95567e-05,65481090.2533626,1e-04,"2_657_1",2,657,1,1969,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"113","competitor_sales_b",0.187679611904687,163513408.711751,0.565909962074077,1041486.67969268,0.301420848333218,163513408.711751,0.565909962074077,1041486.67969268,0.301420848333218,TRUE,1,0.90498691703566,NA,NA,0.068806090036367,NA,NA,0.068806090036367,0.395499465026567,0,7828.57500369042,1.95567e-05,65481090.2533626,1e-04,"2_657_1",2,657,1,1969,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"114","events",0.968559344286752,1568905.8510793,0.00542988772405353,1568905.8510793,0.454063351752914,1568905.8510793,0.00542988772405353,1568905.8510793,0.454063351752914,TRUE,1,0.90498691703566,NA,NA,0.068806090036367,NA,NA,0.068806090036367,0.395499465026567,0,7828.57500369042,1.95567e-05,65481090.2533626,1e-04,"2_657_1",2,657,1,1969,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"115","tv_s",382430.505622508,10850335.1382165,0.0375523499567154,69110.4148930987,0.0200015231033826,10850335.1382165,0.0375523499567154,69110.4148930987,0.0200015231033826,TRUE,1,0.90498691703566,NA,NA,0.068806090036367,NA,NA,0.068806090036367,0.395499465026567,0,7828.57500369042,1.95567e-05,65481090.2533626,1e-04,"2_657_1",2,657,1,1969,1,7774236.44,49517.4295541401,55277.012899154,5759.58334501382,45491.5061298678,0.206047362680601,0.383079940337061,0.91869684148547,1.39567856238451,0.716497356161653,1,FALSE,1.44778232471932,0.103399034515563,0.686781605144389,2.21499876980617,0.245272293566
"116","ooh_s",172836.65012978,9379307.63605356,0.032461213244946,59740.812968494,0.0172898289303067,9379307.63605356,0.032461213244946,59740.812968494,0.0172898289303067,TRUE,1,0.90498691703566,NA,NA,0.068806090036367,NA,NA,0.068806090036367,0.395499465026567,0,7828.57500369042,1.95567e-05,65481090.2533626,1e-04,"2_657_1",2,657,1,1969,1,24719081.6,157446.379617834,163616.567449556,6170.18783172162,60440.2182649236,0.655151359349006,0.331144113417029,0.383878107655626,0.379435926780288,2.63549107878509,1,FALSE,0.388340314516423,0.00486901066982108,0.352349098112825,0.424312107394329,0.734873608035055
"117","print_s",152018.908903486,3166299.99207988,0.0109583716867637,20167.5158731203,0.00583676187298265,3166299.99207988,0.0109583716867637,20167.5158731203,0.00583676187298265,TRUE,1,0.90498691703566,NA,NA,0.068806090036367,NA,NA,0.068806090036367,0.395499465026567,0,7828.57500369042,1.95567e-05,65481090.2533626,1e-04,"2_657_1",2,657,1,1969,1,1804904.93333333,11496.2097664544,13043.4107275927,1547.20096113834,7518.47682086273,0.0478369682055284,0.111788806207748,0.653996140780369,1.7542752161646,0.570035984539711,1,FALSE,1.79801469933342,0.0143957091559396,1.69138034026783,1.90414605836817,0.0186229139973457
"118","facebook_s",119697.373280062,4172921.76857205,0.0144422284288235,26579.1195450449,0.00769236987609044,4172921.76857205,0.0144422284288235,26579.1195450449,0.00769236987609044,TRUE,1,0.90498691703566,NA,NA,0.068806090036367,NA,NA,0.068806090036367,0.395499465026567,0,7828.57500369042,1.95567e-05,65481090.2533626,1e-04,"2_657_1",2,657,1,1969,1,1002234.0659765,6383.65647118789,6653.45545930384,269.798988115951,14056.0930450174,0.0265630827769259,0.147328409839197,2.20188744624,4.163619966865,0.24017561832209,1,FALSE,3.63989722327217,0.118329562794995,2.76612005731147,4.51500746034633,0.122609843901508
"119","search_s",50239.1944658019,755080.406359963,0.00261328735968878,4809.42933987238,0.00139191628648651,755080.406359963,0.00261328735968878,4809.42933987238,0.00139191628648651,TRUE,1,0.90498691703566,NA,NA,0.068806090036367,NA,NA,0.068806090036367,0.395499465026567,0,7828.57500369042,1.95567e-05,65481090.2533626,1e-04,"2_657_1",2,657,1,1969,1,2429880,15476.9426751592,21158.8724742536,5681.92979909433,4352.96746431315,0.0644012269879381,0.0266587301989646,0.281254996912261,0.310748023095776,3.21804138941148,1,FALSE,0.373012401252993,0.0305457928338113,0.146869698579613,0.598330441279364,0.00227455595877277
"120","newsletter",392767.755037503,3714263.14745137,0.0128548388384022,23657.7270538304,0.00684687792675892,3714263.14745137,0.0128548388384022,23657.7270538304,0.00684687792675892,TRUE,1,0.90498691703566,NA,NA,0.068806090036367,NA,NA,0.068806090036367,0.395499465026567,0,7828.57500369042,1.95567e-05,65481090.2533626,1e-04,"2_657_1",2,657,1,1969,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,0.0840199442515391
"121","(Intercept)",0,0,0,0,0,0,0,0,0,TRUE,1,0.900686949811161,NA,NA,0.0703458261734883,NA,NA,0.0703458261734883,0.271644402046972,0,75092.0977054,0.00104688,65481090.2533626,1e-04,"2_657_3",2,657,3,1971,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"122","trend",0.409360995342213,115904020.660057,0.401181903106586,738242.169809279,0.216227160453952,115904020.660057,0.401181903106586,738242.169809279,0.216227160453952,TRUE,1,0.900686949811161,NA,NA,0.0703458261734883,NA,NA,0.0703458261734883,0.271644402046972,0,75092.0977054,0.00104688,65481090.2533626,1e-04,"2_657_3",2,657,3,1971,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"123","season",0.363562356954589,124638.512374688,0.000431414849201026,793.875874998011,0.000232521973444112,124638.512374688,0.000431414849201026,793.875874998011,0.000232521973444112,TRUE,1,0.900686949811161,NA,NA,0.0703458261734883,NA,NA,0.0703458261734883,0.271644402046972,0,75092.0977054,0.00104688,65481090.2533626,1e-04,"2_657_3",2,657,3,1971,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"124","holiday",0.78108712215609,2181979.66859381,0.00755254866053164,68186.8646435567,0.0199715658696973,2181979.66859381,0.00755254866053164,68186.8646435567,0.0199715658696973,TRUE,1,0.900686949811161,NA,NA,0.0703458261734883,NA,NA,0.0703458261734883,0.271644402046972,0,75092.0977054,0.00104688,65481090.2533626,1e-04,"2_657_3",2,657,3,1971,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"125","competitor_sales_b",0.161729068327186,140904336.819409,0.487716212770372,897479.852352923,0.262867021114547,140904336.819409,0.487716212770372,897479.852352923,0.262867021114547,TRUE,1,0.900686949811161,NA,NA,0.0703458261734883,NA,NA,0.0703458261734883,0.271644402046972,0,75092.0977054,0.00104688,65481090.2533626,1e-04,"2_657_3",2,657,3,1971,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"126","events",0.944221187185538,1529482.06429141,0.00529404003265331,1529482.06429141,0.447977069384182,1529482.06429141,0.00529404003265331,1529482.06429141,0.447977069384182,TRUE,1,0.900686949811161,NA,NA,0.0703458261734883,NA,NA,0.0703458261734883,0.271644402046972,0,75092.0977054,0.00104688,65481090.2533626,1e-04,"2_657_3",2,657,3,1971,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"127","tv_s",410949.747155013,8162738.84601794,0.0282539215305763,51991.9671720888,0.0152281675143811,8162738.84601794,0.0282539215305763,51991.9671720888,0.0152281675143811,TRUE,1,0.900686949811161,NA,NA,0.0703458261734883,NA,NA,0.0703458261734883,0.271644402046972,0,75092.0977054,0.00104688,65481090.2533626,1e-04,"2_657_3",2,657,3,1971,1,7774236.44,49517.4295541401,56084.5225042787,6567.09295013862,17888.9683350567,0.206047362680601,0.333520262323355,0.361266093497396,1.04997306282312,0.952405385821271,3,FALSE,0.891359556348242,0.0820885934916101,0.362407105436967,1.4252771189027,0.182018467774387
"128","ooh_s",189494.279223819,10717508.3071375,0.0370968181667215,68264.3841218949,0.019994270907917,10717508.3071375,0.0370968181667215,68264.3841218949,0.019994270907917,TRUE,1,0.900686949811161,NA,NA,0.0703458261734883,NA,NA,0.0703458261734883,0.271644402046972,0,75092.0977054,0.00104688,65481090.2533626,1e-04,"2_657_3",2,657,3,1971,1,24719081.6,157446.379617834,163352.584628723,5906.20501088811,69627.4571180055,0.655151359349006,0.437905248407279,0.442229648512786,0.433572269413824,2.3064205682526,3,FALSE,0.449829292768315,0.00746610041404845,0.401095773975095,0.497765651117371,0.735576959546495
"129","print_s",165188.763595504,3534018.23756319,0.0122323984455837,22509.6703029503,0.00659296134982238,3534018.23756319,0.0122323984455837,22509.6703029503,0.00659296134982238,TRUE,1,0.900686949811161,NA,NA,0.0703458261734883,NA,NA,0.0703458261734883,0.271644402046972,0,75092.0977054,0.00104688,65481090.2533626,1e-04,"2_657_3",2,657,3,1971,1,1804904.93333333,11496.2097664544,12592.4408275907,1096.23106113639,10574.5354849479,0.0478369682055284,0.144395981775478,0.919827986768658,1.95800796612401,0.510723151948946,3,FALSE,1.99107562092416,0.0203191908550071,1.86002467192152,2.12311431372274,0.0133114964829891
"130","facebook_s",165622.078626271,1114016.67506861,0.00385597779310272,7095.647611902,0.00207827701728256,1114016.67506861,0.00385597779310272,7095.647611902,0.00207827701728256,TRUE,1,0.900686949811161,NA,NA,0.0703458261734883,NA,NA,0.0703458261734883,0.271644402046972,0,75092.0977054,0.00104688,65481090.2533626,1e-04,"2_657_3",2,657,3,1971,1,1002234.0659765,6383.65647118789,6385.65922641366,2.00275522576794,1579.85279136715,0.0265630827769259,0.0455174593614162,0.247483992676876,1.11153343603742,0.899658046783519,3,FALSE,1.16480680263513,0.0372273559985433,0.922992119456318,1.40500598628557,0.000779151206654802
"131","search_s",72874.1438586044,946209.496299625,0.00327514200371331,6026.81207834156,0.00176522083888278,946209.496299625,0.00327514200371331,6026.81207834156,0.00176522083888278,TRUE,1,0.900686949811161,NA,NA,0.0703458261734883,NA,NA,0.0703458261734883,0.271644402046972,0,75092.0977054,0.00104688,65481090.2533626,1e-04,"2_657_3",2,657,3,1971,1,2429880,15476.9426751592,22596.671652875,7119.72897771572,5803.17550867681,0.0644012269879381,0.0386610481324722,0.374956193253271,0.389405853910327,2.56801481014788,3,FALSE,0.488880784572086,0.0438714084287782,0.202546760788813,0.770586758601929,0.00353615508749289
"132","newsletter",324499.952376141,3787453.924659,0.0131096226409585,24123.9103481465,0.00706576357589138,3787453.924659,0.0131096226409585,24123.9103481465,0.00706576357589138,TRUE,1,0.900686949811161,NA,NA,0.0703458261734883,NA,NA,0.0703458261734883,0.271644402046972,0,75092.0977054,0.00104688,65481090.2533626,1e-04,"2_657_3",2,657,3,1971,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,0.0707812478123926
"133","(Intercept)",1156.54140695091,181577.000891293,0.0006286248013035,1156.54140695091,0.000333519904487656,181577.000891293,0.0006286248013035,1156.54140695091,0.000333519904487656,TRUE,1,0.905927885154025,NA,NA,0.0686836165725849,NA,NA,0.0686836165725849,0.435509743298513,0,13406.2399422449,0.000104745,65481090.2533626,1e-04,"2_658_3",2,658,3,1974,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"134","trend",0.342384146312267,96940596.7334006,0.335611135004151,617456.030149048,0.178060097946306,96940596.7334006,0.335611135004151,617456.030149048,0.178060097946306,TRUE,1,0.905927885154025,NA,NA,0.0686836165725849,NA,NA,0.0686836165725849,0.435509743298513,0,13406.2399422449,0.000104745,65481090.2533626,1e-04,"2_658_3",2,658,3,1974,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"135","season",0.2985298067094,102343.684091613,0.000354316778892471,651.870599309637,0.000187984467061358,102343.684091613,0.000354316778892471,651.870599309637,0.000187984467061358,TRUE,1,0.905927885154025,NA,NA,0.0686836165725849,NA,NA,0.0686836165725849,0.435509743298513,0,13406.2399422449,0.000104745,65481090.2533626,1e-04,"2_658_3",2,658,3,1974,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"136","holiday",0.796899978888987,2226153.1428643,0.00770700623005682,69567.2857145093,0.0200616029374497,2226153.1428643,0.00770700623005682,69567.2857145093,0.0200616029374497,TRUE,1,0.905927885154025,NA,NA,0.0686836165725849,NA,NA,0.0686836165725849,0.435509743298513,0,13406.2399422449,0.000104745,65481090.2533626,1e-04,"2_658_3",2,658,3,1974,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"137","competitor_sales_b",0.172523182600083,150308567.789803,0.520372586270694,957379.412673903,0.276086172405412,150308567.789803,0.520372586270694,957379.412673903,0.276086172405412,TRUE,1,0.905927885154025,NA,NA,0.0686836165725849,NA,NA,0.0686836165725849,0.435509743298513,0,13406.2399422449,0.000104745,65481090.2533626,1e-04,"2_658_3",2,658,3,1974,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"138","events",0.977000699930004,1582579.45026335,0.00547893558977988,1582579.45026335,0.456379463738786,1582579.45026335,0.00547893558977988,1582579.45026335,0.456379463738786,TRUE,1,0.905927885154025,NA,NA,0.0686836165725849,NA,NA,0.0686836165725849,0.435509743298513,0,13406.2399422449,0.000104745,65481090.2533626,1e-04,"2_658_3",2,658,3,1974,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"139","tv_s",490693.40679065,14253514.8865799,0.0493460786303935,90786.7190228022,0.0261807987809621,14253514.8865799,0.0493460786303935,90786.7190228022,0.0261807987809621,TRUE,1,0.905927885154025,NA,NA,0.0686836165725849,NA,NA,0.0686836165725849,0.435509743298513,0,13406.2399422449,0.000104745,65481090.2533626,1e-04,"2_658_3",2,658,3,1974,1,7774236.44,49517.4295541401,54966.0620852385,5448.63253109838,89780.6852331529,0.206047362680601,0.430496834551498,1.81311279768653,1.83342955884938,0.545425917877958,1,FALSE,1.44778232471932,0.103399034515563,0.686781605144389,2.21499876980617,0.349587170655322
"140","ooh_s",177356.923121026,9891721.39589663,0.0342454240709032,63004.5948783225,0.0181690740511407,9891721.39589663,0.0342454240709032,63004.5948783225,0.0181690740511407,TRUE,1,0.905927885154025,NA,NA,0.0686836165725849,NA,NA,0.0686836165725849,0.435509743298513,0,13406.2399422449,0.000104745,65481090.2533626,1e-04,"2_658_3",2,658,3,1974,1,24719081.6,157446.379617834,163390.872497766,5944.49287993196,64117.8517142682,0.655151359349006,0.298758220907896,0.407236113462245,0.400165408891916,2.4989666217504,1,FALSE,0.388340314516423,0.00486901066982108,0.352349098112825,0.424312107394329,0.730648314335822
"141","print_s",152280.228716635,3309789.77110228,0.0114585874147197,21081.4635102056,0.0060794085314424,3309789.77110228,0.0114585874147197,21081.4635102056,0.0060794085314424,TRUE,1,0.905927885154025,NA,NA,0.0686836165725849,NA,NA,0.0686836165725849,0.435509743298513,0,13406.2399422449,0.000104745,65481090.2533626,1e-04,"2_658_3",2,658,3,1974,1,1804904.93333333,11496.2097664544,12646.2941896183,1150.08442316395,8904.92402885528,0.0478369682055284,0.099965098491741,0.774596515700298,1.83377512575673,0.545323134747689,1,FALSE,1.79801469933342,0.0143957091559396,1.69138034026783,1.90414605836817,0.0118937808398884
"142","facebook_s",149188.24746722,4069738.81911299,0.0140895528837029,25921.9033064522,0.00747527988444352,4069738.81911299,0.0140895528837029,25921.9033064522,0.00747527988444352,TRUE,1,0.905927885154025,NA,NA,0.0686836165725849,NA,NA,0.0686836165725849,0.435509743298513,0,13406.2399422449,0.000104745,65481090.2533626,1e-04,"2_658_3",2,658,3,1974,1,1002234.0659765,6383.65647118789,6407.40068600471,23.744214816822,12673.2513285875,0.0265630827769259,0.122917728926572,1.98526524504994,4.0606670210793,0.246264959625822,1,FALSE,3.63989722327217,0.118329562794995,2.76612005731147,4.51500746034633,0.0173319720461447
"143","search_s",62949.6563001995,1584688.53694725,0.00548623730856084,10093.5575601736,0.00291074952714825,1584688.53694725,0.00548623730856084,10093.5575601736,0.00291074952714825,TRUE,1,0.905927885154025,NA,NA,0.0686836165725849,NA,NA,0.0686836165725849,0.435509743298513,0,13406.2399422449,0.000104745,65481090.2533626,1e-04,"2_658_3",2,658,3,1974,1,2429880,15476.9426751592,29882.0064307949,14405.0637556357,17462.9023475631,0.0644012269879381,0.047862117122293,1.12831731137645,0.652167406187651,1.533348631827,1,FALSE,0.373012401252993,0.0305457928338113,0.146869698579613,0.598330441279364,0.0250006476702162
"144","newsletter",379460.224814701,4396703.78904704,0.0152215150168425,28004.4827327837,0.00807584782536077,4396703.78904704,0.0152215150168425,28004.4827327837,0.00807584782536077,TRUE,1,0.905927885154025,NA,NA,0.0686836165725849,NA,NA,0.0686836165725849,0.435509743298513,0,13406.2399422449,0.000104745,65481090.2533626,1e-04,"2_658_3",2,658,3,1974,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,0.130468600092559
"145","(Intercept)",0,0,0,0,0,0,0,0,0,TRUE,1,0.894276531111111,NA,NA,0.0725806538805167,NA,NA,0.0725806538805167,0.167317456188706,0,165820.170754808,0.00243258,65481090.2533626,1e-04,"4_603_3",4,603,3,1809,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"146","trend",0.450458184132684,127540032.573354,0.44153123648768,812356.895371679,0.244082722395884,127540032.573354,0.44153123648768,812356.895371679,0.244082722395884,TRUE,1,0.894276531111111,NA,NA,0.0725806538805167,NA,NA,0.0725806538805167,0.167317456188706,0,165820.170754808,0.00243258,65481090.2533626,1e-04,"4_603_3",4,603,3,1809,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"147","season",0.395112309227792,135454.646227939,0.000468930862179492,862.768447311714,0.000259229499517897,135454.646227939,0.000468930862179492,862.768447311714,0.000259229499517897,TRUE,1,0.894276531111111,NA,NA,0.0725806538805167,NA,NA,0.0725806538805167,0.167317456188706,0,165820.170754808,0.00243258,65481090.2533626,1e-04,"4_603_3",4,603,3,1809,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"148","holiday",0.781210256639024,2182323.64678862,0.00755499303819525,68197.6139621443,0.0204908204406485,2182323.64678862,0.00755499303819525,68197.6139621443,0.0204908204406485,TRUE,1,0.894276531111111,NA,NA,0.0725806538805167,NA,NA,0.0725806538805167,0.167317456188706,0,165820.170754808,0.00243258,65481090.2533626,1e-04,"4_603_3",4,603,3,1809,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"149","competitor_sales_b",0.149394978226038,130158422.037675,0.450595847139423,829034.535271814,0.249093726516309,130158422.037675,0.450595847139423,829034.535271814,0.249093726516309,TRUE,1,0.894276531111111,NA,NA,0.0725806538805167,NA,NA,0.0725806538805167,0.167317456188706,0,165820.170754808,0.00243258,65481090.2533626,1e-04,"4_603_3",4,603,3,1809,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"150","events",0.890977136566708,1443235.51363471,0.00499634152525065,1443235.51363471,0.433638041645733,1443235.51363471,0.00499634152525065,1443235.51363471,0.433638041645733,TRUE,1,0.894276531111111,NA,NA,0.0725806538805167,NA,NA,0.0725806538805167,0.167317456188706,0,165820.170754808,0.00243258,65481090.2533626,1e-04,"4_603_3",4,603,3,1809,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"151","tv_s",606516.195227292,4687376.02574057,0.0162272416806669,29855.8982531246,0.00897057557671498,4687376.02574057,0.0162272416806669,29855.8982531246,0.00897057557671498,TRUE,1,0.894276531111111,NA,NA,0.0725806538805167,NA,NA,0.0725806538805167,0.167317456188706,0,165820.170754808,0.00243258,65481090.2533626,1e-04,"4_603_3",4,603,3,1809,1,7774236.44,49517.4295541401,55522.3806034594,6004.95104931929,4011.01791475874,0.206047362680601,0.20740983337756,0.0810021431014158,0.602937158126949,1.65854763887259,3,FALSE,0.891359556348242,0.0820885934916101,0.362407105436967,1.4252771189027,0.0830610379861377
"152","ooh_s",212239.877076531,11870371.4856972,0.0410940760630084,75607.4616923386,0.0227172012553239,11870371.4856972,0.0410940760630084,75607.4616923386,0.0227172012553239,TRUE,1,0.894276531111111,NA,NA,0.0725806538805167,NA,NA,0.0725806538805167,0.167317456188706,0,165820.170754808,0.00243258,65481090.2533626,1e-04,"4_603_3",4,603,3,1809,1,24719081.6,157446.379617834,162919.066258773,5472.68664093813,77758.1858064157,0.655151359349006,0.525247336347248,0.493870903828695,0.480210862109746,2.0824185350715,3,FALSE,0.449829292768315,0.00746610041404845,0.401095773975095,0.497765651117371,0.732148125802425
"153","print_s",178729.213673429,3424093.28777202,0.0118538792306613,21809.5113870829,0.00655293866995201,3424093.28777202,0.0118538792306613,21809.5113870829,0.00655293866995201,TRUE,1,0.894276531111111,NA,NA,0.0725806538805167,NA,NA,0.0725806538805167,0.167317456188706,0,165820.170754808,0.00243258,65481090.2533626,1e-04,"4_603_3",4,603,3,1809,1,1804904.93333333,11496.2097664544,12547.2311289117,1051.02136245733,7457.37264151992,0.0478369682055284,0.151511339048975,0.64868098208162,1.89710450923769,0.527119088658868,3,FALSE,1.99107562092416,0.0203191908550071,1.86002467192152,2.12311431372274,0.00746373845027263
"154","facebook_s",165381.032045999,1005766.57785698,0.00348186645227463,6406.15654685972,0.00192480932821568,1005766.57785698,0.00348186645227463,6406.15654685972,0.00192480932821568,TRUE,1,0.894276531111111,NA,NA,0.0725806538805167,NA,NA,0.0725806538805167,0.167317456188706,0,165820.170754808,0.00243258,65481090.2533626,1e-04,"4_603_3",4,603,3,1809,1,1002234.0659765,6383.65647118789,6385.75033089285,2.09385970495714,1131.68997811334,0.0265630827769259,0.0445037644056038,0.177279272971709,1.00352463760752,0.996487741829716,3,FALSE,1.16480680263513,0.0372273559985433,0.922992119456318,1.40500598628557,0.000483417929687777
"155","search_s",123514.838450432,1611976.979225,0.00558050813118256,10267.3692944267,0.00308495867211291,1611976.979225,0.00558050813118256,10267.3692944267,0.00308495867211291,TRUE,1,0.894276531111111,NA,NA,0.0725806538805167,NA,NA,0.0725806538805167,0.167317456188706,0,165820.170754808,0.00243258,65481090.2533626,1e-04,"4_603_3",4,603,3,1809,1,2429880,15476.9426751592,19885.0974165945,4408.15474143524,7527.55164711024,0.0644012269879381,0.071327726820614,0.486372005447309,0.66339777241057,1.50739125391743,3,FALSE,0.488880784572086,0.0438714084287782,0.202546760788813,0.770586758601929,0.000773663245197002
"156","newsletter",262109.082477895,4799406.22865052,0.0166150793894769,30569.4664245256,0.00918497599958688,4799406.22865052,0.0166150793894769,30569.4664245256,0.00918497599958688,TRUE,1,0.894276531111111,NA,NA,0.0725806538805167,NA,NA,0.0725806538805167,0.167317456188706,0,165820.170754808,0.00243258,65481090.2533626,1e-04,"4_603_3",4,603,3,1809,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,0.117094638679564
"157","(Intercept)",0,0,0,0,0,0,0,0,0,TRUE,1,0.895269004544539,NA,NA,0.0722391770806954,NA,NA,0.0722391770806954,0.182708166429757,0,129924.407769597,0.00188434,65481090.2533626,1e-04,"4_605_3",4,605,3,1815,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"158","trend",0.440576338353878,124742145.939458,0.431816894146275,794535.96139782,0.236422290830452,124742145.939458,0.431816894146275,794535.96139782,0.236422290830452,TRUE,1,0.895269004544539,NA,NA,0.0722391770806954,NA,NA,0.0722391770806954,0.182708166429757,0,129924.407769597,0.00188434,65481090.2533626,1e-04,"4_605_3",4,605,3,1815,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"159","season",0.392989378919367,134726.851200606,0.000466380708824656,858.132810194941,0.000255346182778352,134726.851200606,0.000466380708824656,858.132810194941,0.000255346182778352,TRUE,1,0.895269004544539,NA,NA,0.0722391770806954,NA,NA,0.0722391770806954,0.182708166429757,0,129924.407769597,0.00188434,65481090.2533626,1e-04,"4_605_3",4,605,3,1815,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
"160","holiday",0.784445390253499,2191361.04552653,0.00758578196251057,68480.032672704,0.0203769331876956,2191361.04552653,0.00758578196251057,68480.032672704,0.0203769331876956,TRUE,1,0.895269004544539,NA,NA,0.0722391770806954,NA,NA,0.0722391770806954,0.182708166429757,0,129924.407769597,0.00188434,65481090.2533626,1e-04,"4_605_3",4,605,3,1815,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,NA,NA,NA,NA
